,Restaurant,Ranking,Reviews,Price,Range_price,Cousine_type,Address,Phone,Site,Area,Near,Url
336,Osteria dell'Enoteca,"4,5 ",422 recensioni,€€-€€€,,,"Via Romana 70/R, 50125, Firenze Italia",+39 055 228 6018,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d12288960-Reviews-Osteria_dell_Enoteca-Florence_Tuscany.html
337,Trattoria Ponte Vecchio,"4,5 ",1.796 recensioni,€€-€€€,,,"Lungarno Degli Archibusieri, 8, 50122, Firenze Italia",+39 055 292289,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d754573-Reviews-Trattoria_Ponte_Vecchio-Florence_Tuscany.html
338,Ristorante indiano Zafferano,"4,5 ",1.079 recensioni,€€-€€€,,,"Via Il Prato, 9/R, 50123, Firenze Italia",+39 055 285508,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d2052086-Reviews-Ristorante_Indiano_Zafferano-Florence_Tuscany.html
339,Osteria al 3,"4,5 ",202 recensioni,€€-€€€,,,"Piazza Dell' Indipendenza 3, 50129, Firenze Italia",+39 055 486752,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d17425011-Reviews-Osteria_al_3-Florence_Tuscany.html
340,Taverna del Bronzino,"4,5 ",652 recensioni,€€€€,,,"Via delle Ruote 27/r, 50129, Firenze Italia",+39 055 495220,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d716414-Reviews-Taverna_Del_Bronzino-Florence_Tuscany.html
341,La Capannina Bistrot,"4,5 ",484 recensioni,€,,,"Via Sant'Antonino, 49/R, 50123, Firenze Italia",+39 328 227 7842,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1631685-Reviews-La_Capannina_Bistrot-Florence_Tuscany.html
342,Ristorante Natalino,"4,5 ",1.565 recensioni,€€-€€€,,,"Borgo Degli Albizi 17/R, 50122, Firenze Italia",+39 055 289404,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1102460-Reviews-Ristorante_Natalino-Florence_Tuscany.html
343,Come Dio Comanda,"4,5 ",246 recensioni,€,,,"Via di San Niccolo' 69/R, 50125, Firenze Italia",+39 380 189 9754,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d4339522-Reviews-Come_Dio_Comanda-Florence_Tuscany.html
344,I’Brindellone,"4,5 ",2.235 recensioni,€€-€€€,,,"Piazza Piattellina 10/11/R, 50124, Firenze Italia",+39 055 217879,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1109363-Reviews-I_Brindellone-Florence_Tuscany.html
345,Trattoria del Pennello,"4,5 ",264 recensioni,€€-€€€,,,"Via Dante Alighieri 4r, 50122, Firenze Italia",+39 055 294848,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1606672-Reviews-Trattoria_del_Pennello-Florence_Tuscany.html
346,Haveli Indian Restaurant,"4,5 ",1.716 recensioni,€€-€€€,,,"Viale Fratelli Rosselli 31/33r Angolo Via Cittadella Porta a Prato, 50144, Firenze Italia",+39 055 355695,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d696575-Reviews-Haveli_Indian_Restaurant-Florence_Tuscany.html
347,i'tosto,"4,5 ",536 recensioni,€,,,"Via dei Servi 8/R, 50122, Firenze Italia",+39 055 051 5280,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d8427314-Reviews-I_tosto-Florence_Tuscany.html
348,Pizzeria Stuzzicheria de Neri,"5,0 ",241 recensioni,€,,,"Via dei Neri, 18/R, 50122, Firenze Italia",+39 055 975 2852,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d6419810-Reviews-Pizzeria_Stuzzicheria_de_Neri-Florence_Tuscany.html
349,Casa del Vino,"4,5 ",173 recensioni,€,,,"Ariento 16/r Dietro i Bancarelli, Firenze Italia",+39 055 215609,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1088249-Reviews-Casa_del_Vino-Florence_Tuscany.html
350,Trattoria Camillo Cavour,"4,5 ",483 recensioni,€€-€€€,,,"Via Cavour 41 / R, 50129, Firenze Italia",+39 055 267 0400,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d3932575-Reviews-Trattoria_Camillo_Cavour-Florence_Tuscany.html
351,La Cantinetta Osteria con Cucina,"4,5 ",2.111 recensioni,€€-€€€,,,"via Borgo San Lorenzo 14r, 50122, Firenze Italia",+39 055 213525,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d2237970-Reviews-La_Cantinetta_Osteria_con_Cucina-Florence_Tuscany.html
352,Giannino in San Lorenzo,"4,5 ",2.866 recensioni,€€-€€€,,,"Via Borgo San Lorenzo, 33/35/37R Via Borgo San Lorenzo 33/35r, 50100, Firenze Italia",+39 055 239 9799,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1529050-Reviews-Giannino_in_San_Lorenzo-Florence_Tuscany.html
353,Antica Trattoria da Tito,"4,5 ",6.443 recensioni,€€-€€€,,,"Via San Gallo 112/R, 50129, Firenze Italia",+39 055 472475,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1908799-Reviews-Antica_Trattoria_da_Tito-Florence_Tuscany.html
354,Ristorante Belcore,"4,5 ",623 recensioni,€€-€€€,,,"Via Dell'Albero 28/30 Stazione SMN, 50123, Firenze Italia",+39 349 393 4288,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1178738-Reviews-Ristorante_Belcore-Florence_Tuscany.html
355,Osteria Il Buongustai,"4,5 ",1.035 recensioni,€,,,"Via De' Cerchi 15r, 50122, Firenze Italia",+39 055 291304,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1023837-Reviews-Osteria_Il_Buongustai-Florence_Tuscany.html
356,Porta Romana • Pizza e Grill,"4,5 ",403 recensioni,€€-€€€,,,"Via Senese, 17e Porta Romana, 50124, Firenze Italia",+39 055 225232,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d13168297-Reviews-Porta_Romana_Pizza_e_Grill-Florence_Tuscany.html
357,La Prosciutteria Firenze,"4,5 ",5.857 recensioni,€,,,"Via de’ Neri, 54Rosso, 50122, Firenze Italia",+39 055 265 4472,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d3346391-Reviews-La_Prosciutteria_Firenze-Florence_Tuscany.html
358,Parione,"4,5 ",2.006 recensioni,€€-€€€,,,"Via del Parione 74/76/r, 50123, Firenze Italia",+39 055 214005,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1319793-Reviews-Parione-Florence_Tuscany.html
359,Francesco Vini,"4,5 ",1.015 recensioni,€€-€€€,,,"Borgo dei Greci 7/R Piazza dei Peruzzi 8/R, 50122, Firenze Italia",+39 055 218737,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1899654-Reviews-Francesco_Vini-Florence_Tuscany.html
360,Ristorante Il Granaio,"4,5 ",553 recensioni,€€-€€€,,,"Via Dei Tavolini 14/R, 50122, Firenze Italia",+39 055 291027,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d10185430-Reviews-Ristorante_Il_Granaio-Florence_Tuscany.html
361,Bistrot 3 Tavoli,"4,5 ",259 recensioni,€€-€€€,,,"Borgo San Frediano, 43/R, 50124, Firenze Italia",+39 391 117 3176,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d9729383-Reviews-Bistrot_3_Tavoli-Florence_Tuscany.html
362,Murales Bistro',"4,5 ",300 recensioni,€€-€€€,,,"Via Ghibellina 141 Rosso Davanti a Palazzo Borghese,a due passi da Piazza Santa Croce., 50122, Firenze Italia",+39 055 211743,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d12448352-Reviews-Murales_Bistro-Florence_Tuscany.html
363,Il Coccolo,"4,5 ",307 recensioni,€,,,"Via Matteo Palmieri 30/R Vicino L'Arco di San Pierino, 50122, Firenze Italia",+39 055 068 4950,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d10547519-Reviews-Il_Coccolo-Florence_Tuscany.html
364,La Vecchia Maniera,"4,5 ",303 recensioni,€€-€€€,,,"Borgo San Frediano 49R, 50124, Firenze Italia",+39 055 264 5499,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d10181939-Reviews-La_Vecchia_Maniera-Florence_Tuscany.html
365,Osteria dei Fiorentini,"4,5 ",219 recensioni,€€-€€€,,,"Via Cimabue 1R Angolo con via Arnolfo 8r, 50121, Firenze Italia",+39 055 246 6781,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d13341255-Reviews-Osteria_dei_Fiorentini-Florence_Tuscany.html
366,Trattoria Mario,"4,5 ",4.649 recensioni,€€-€€€,,,"Via Rosina 2r, 50123, Firenze Italia",+39 055 218550,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1088282-Reviews-Trattoria_Mario-Florence_Tuscany.html
367,Royal India,"4,5 ",1.272 recensioni,€,,,"Via Guelfa, 90/R, 50129, Firenze Italia",+39 055 461042,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d5003971-Reviews-Royal_India-Florence_Tuscany.html
368,Un Caffe,"4,5 ",239 recensioni,€,,,"Via Cesare Battisti 2/r, Firenze Italia",+39 347 373 4307,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d3464472-Reviews-Un_Caffe-Florence_Tuscany.html
369,Sweet Vino E Pescato,"4,5 ",452 recensioni,€€-€€€,,,"Via di Ripoli 8/10r, 50126, Firenze Italia",+39 055 658 7051,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1913250-Reviews-Sweet_Vino_E_Pescato-Florence_Tuscany.html
370,Trattoria Diladdarno,"4,5 ",1.095 recensioni,€€-€€€,,,"Via dei Serragli, 108r, 50125, Firenze Italia",+39 055 224917,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1102497-Reviews-Trattoria_Diladdarno-Florence_Tuscany.html
371,Trattoria Nella,"4,5 ",1.853 recensioni,€€-€€€,,,"Via delle Terme, 19/R Vicino a Ponte vecchio tra piazza santa Trinità e via por santa maria, 50123, Firenze Italia",+39 338 253 7518,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1392224-Reviews-Trattoria_Nella-Florence_Tuscany.html
372,La Divina Enoteca,"4,5 ",260 recensioni,€€-€€€,,,"Via Panicale 19/R, 50123, Firenze Italia",+39 055 292723,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d2031689-Reviews-La_Divina_Enoteca-Florence_Tuscany.html
373,Trippaio del Porcellino,"4,5 ",885 recensioni,€,,,"Piazza Del Mercato Nuovo Ang Via Capaccio, 50123, Firenze Italia",+39 335 807 0240,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d2477615-Reviews-Trippaio_del_Porcellino-Florence_Tuscany.html
374,Boutique Della Pasta Fresca,"4,5 ",152 recensioni,€,,,"Via Domenico Cirillo 2/c, 50133, Firenze Italia",+39 055 578087,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d4481484-Reviews-Boutique_Della_Pasta_Fresca-Florence_Tuscany.html
375,Antico Fattore,"4,5 ",3.726 recensioni,€€-€€€,,,"Via Lambertesca 1/3r, 50122, Firenze Italia",+39 055 288975,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1088152-Reviews-Antico_Fattore-Florence_Tuscany.html
376,Mr.Sushi,"4,5 ",1.062 recensioni,€€-€€€,,,"Piazza Primo Maggio 5/6 Brozzi Firenze, 50100, Firenze Italia",+39 380 902 0115,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1815962-Reviews-Mr_Sushi_Firenze-Florence_Tuscany.html
377,OLIVIA,"4,5 ",188 recensioni,€€-€€€,,,"Piazza Pitti, 14 R, 50125, Firenze Italia",+39 055 267 0359,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d11998073-Reviews-OLIVIA-Florence_Tuscany.html
378,Osteria Vini e Vecchi Sapori,"4,5 ",2.320 recensioni,€€-€€€,,,"Via Dei Magazzini 3R, 50122, Firenze Italia",+39 055 293045,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1110760-Reviews-Osteria_Vini_e_Vecchi_Sapori-Florence_Tuscany.html
379,Ristorante Accademia,"4,5 ",1.780 recensioni,€€-€€€,,,"Piazza San marco 7/r, 50121, Firenze Italia",+39 055 217343,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1557561-Reviews-Ristorante_Accademia-Florence_Tuscany.html
380,Pensavo Peggio,"4,5 ",523 recensioni,€€-€€€,,,"Via del Moro 51r, Firenze Italia",+39 055 230 2987,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d2392994-Reviews-Pensavo_Peggio-Florence_Tuscany.html
381,Acquacotta,"4,5 ",1.239 recensioni,€€-€€€,,,"Via dei Pilastri 51 R, 50121, Firenze Italia",+39 055 242907,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1102455-Reviews-Acquacotta-Florence_Tuscany.html
382,Essenziale,"4,5 ",343 recensioni,€€€€,,,"Piazza di Cestello, 3R, 50124, Firenze Italia",+39 055 247 6956,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d11550181-Reviews-Essenziale-Florence_Tuscany.html
383,Lo SchiacciaVino,"4,5 ",782 recensioni,€,,,"Via Giuseppe Verdi 6 r, 50122, Firenze Italia",+39 055 226 0133,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d4830858-Reviews-Lo_SchiacciaVino-Florence_Tuscany.html
384,Enoteca Alessi,"4,5 ",355 recensioni,€€-€€€,,,"Via Dell'Oche 27, 50122, Firenze Italia",+39 055 214966,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d2067200-Reviews-Enoteca_Alessi-Florence_Tuscany.html
385,Trattoria Boboli,"4,5 ",965 recensioni,€€-€€€,,,"via romana 45 rosso, 50125, Firenze Italia",+39 055 233 6401,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d2150138-Reviews-Trattoria_Boboli-Florence_Tuscany.html
386,Enoteca Fiorentina,"4,5 ",252 recensioni,€€-€€€,,,"Borgo Ognissanti 25 R, 50123, Firenze Italia",+39 055 388 0177,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d8042796-Reviews-Enoteca_Bruni-Florence_Tuscany.html
387,Brac,"4,5 ",1.397 recensioni,€€-€€€,,,"Via dei Vagellai 18/R, 50122, Firenze Italia",+39 055 094 4877,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1946108-Reviews-Brac-Florence_Tuscany.html
388,Piccolo Cesare Pizza & C.,"4,5 ",194 recensioni,€€-€€€,,,"Via Pierluigi da Palestrina 5/R, 50144, Firenze Italia",+39 055 363562,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d12857970-Reviews-Piccolo_Cesare_Pizza_C-Florence_Tuscany.html
389,Italian Tapas,"4,5 ",325 recensioni,€€-€€€,,,"Via Sant’Agostino 11/R, 50125, Firenze Italia",+39 055 098 2738,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d11864565-Reviews-Italian_Tapas-Florence_Tuscany.html
390,Il Caminetto Ristorante,"4,5 ",837 recensioni,€€-€€€,,,"Via dello Studio 34/R Via dello Studio 34/r, 50100, Firenze Italia",+39 055 239 6274,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d696590-Reviews-Il_Caminetto_Ristorante-Florence_Tuscany.html
391,Trattoria Toscana Gozzi Sergio,"4,5 ",1.211 recensioni,€€-€€€,,,"Piazza San Lorenzo, 8r, Firenze Italia",+39 055 281941,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1102357-Reviews-Trattoria_Toscana_Gozzi_Sergio-Florence_Tuscany.html
392,Mangiafuoco Bracerie,"4,5 ",1.682 recensioni,€€-€€€,,,"Via Guelfa, 24/R, 50129, Firenze Italia",+39 055 219201,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1534487-Reviews-Mangiafuoco_Bracerie-Florence_Tuscany.html
393,50 Sfumature di Gusto,"4,5 ",644 recensioni,€€-€€€,,,"Via Ghibellina, 51/R, 50122, Firenze Italia",+39 055 245956,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d8491763-Reviews-50_Sfumature_di_Gusto-Florence_Tuscany.html
394,Trattoria San Lorenzo,"4,5 ",1.821 recensioni,€€-€€€,,,"Via Borgo San Lorenzo 53/r Angolo Piazza San Lorenzo, 50123, Firenze Italia",+39 351 651 3922,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d2172748-Reviews-Trattoria_San_Lorenzo_Firenze-Florence_Tuscany.html
395,Panini e Vini di Nante,"4,5 ",232 recensioni,€,,,"Piazza Duomo 52r, 50129, Firenze Italia",+39 340 104 6668,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d4680356-Reviews-Panini_e_Vini_di_Nante-Florence_Tuscany.html
396,Ristorante Dante e Beatrice,"4,5 ",300 recensioni,€€-€€€,,,"Via Dell'Oche 15 30 metri da piazza del Duomo, angolo via Calzaiuoli, di fronte al negozio Bata, 50122, Firenze Italia",+39 055 238 1050,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d3179117-Reviews-Ristorante_Dante_e_Beatrice-Florence_Tuscany.html
397,Hostaria del Bricco,"4,5 ",624 recensioni,€€-€€€,,,"Via di San Niccolo' 8r, 50125, Firenze Italia",+39 055 234 5037,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1233398-Reviews-Hostaria_del_Bricco-Florence_Tuscany.html
398,Borgo 20,"5,0 ",61 recensioni,€,,,"Borgo Degli Albizi 20r, 50122, Firenze Italia",+39 333 963 7984,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d17566171-Reviews-Borgo_20-Florence_Tuscany.html
399,Cantinetta dei Verrazzano,"4,5 ",1.201 recensioni,€€-€€€,,,"Via Dei Tavolini 18/R, 50122, Firenze Italia",+39 055 268590,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1088159-Reviews-Cantinetta_dei_Verrazzano-Florence_Tuscany.html
400,Vinaino Fiorenza,"4,5 ",609 recensioni,€,,,"Via Vacchereccia 13/R Piazza Signoria, 50122, Firenze Italia",+39 055 264482,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d8563895-Reviews-Vinaino_Fiorenza-Florence_Tuscany.html
401,Guné San Frediano,"5,0 ",107 recensioni,€€€€,,,"Via del Drago d'Oro 1r incrocio Via Borgo San Frediano, 50124, Firenze Italia",+39 055 493 9902,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d16962526-Reviews-Gune_San_Frediano-Florence_Tuscany.html
402,Osteria del Cinghiale Bianco,"4,5 ",3.222 recensioni,€€-€€€,,,"Borgo San Jacopo 43r, 50125, Firenze Italia",+39 055 215706,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1058852-Reviews-Osteria_del_Cinghiale_Bianco-Florence_Tuscany.html
403,RamenGirl by EnotecaLuca Firenze,"4,5 ",380 recensioni,€€-€€€,,,"Viale Francesco Talenti 144, 50142, Firenze Italia",+39 055 512 0437,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d7742911-Reviews-RamenGirl_by_EnotecaLuca_Firenze-Florence_Tuscany.html
404,Ristorante Persiano Tehran,"4,5 ",315 recensioni,€€-€€€,,,"Via dei Cerchi, 25/R, 50122, Firenze Italia",+39 055 094 5695,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d11890777-Reviews-Ristorante_Persiano_Tehran-Florence_Tuscany.html
405,Li x Li Firenze,"4,5 ",269 recensioni,€,,,"Via 27 Aprile 42r angolo via san Zanobi, 50129, Firenze Italia",+39 393 808 3449,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d4913342-Reviews-Li_x_Li_Firenze-Florence_Tuscany.html
406,Coquinarius,"4,5 ",2.378 recensioni,€€-€€€,,,"Via Delle Oche 11r, 50122, Firenze Italia",+39 055 230 2153,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1109158-Reviews-Coquinarius-Florence_Tuscany.html
407,Borderline,"4,5 ",810 recensioni,€€-€€€,,,"Corso Italia, 35, 50123, Firenze Italia",+39 055 288771,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d8854584-Reviews-Borderline-Florence_Tuscany.html
408,Salsamenteria de' Ciompi,"4,5 ",353 recensioni,€€-€€€,,,"Via Pietrapiana 27/R Angolo Piazza dei Ciompi, 50121, Firenze Italia",+39 055 241711,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d12079900-Reviews-Salsamenteria_de_Ciompi-Florence_Tuscany.html
409,Osteria Dei Pazzi,"4,5 ",1.257 recensioni,€€-€€€,,,"Via Dei Lavatoi, 3/R, 50122, Firenze Italia",+39 055 234 4880,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1547057-Reviews-Osteria_Dei_Pazzi-Florence_Tuscany.html
410,Ciro and Sons,"4,5 ",2.632 recensioni,€€-€€€,,,"Via del Giglio 28R, 50123, Firenze Italia",+39 055 289694,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d946107-Reviews-Ciro_and_Sons-Florence_Tuscany.html
411,Trattoria Cesarino,"4,5 ",1.409 recensioni,€€-€€€,,,"Via Giovan Battista Niccolini 16-r, Firenze Italia",+39 055 247 9169,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d2349422-Reviews-Trattoria_Cesarino-Florence_Tuscany.html
412,San Michele all'arco,"4,5 ",419 recensioni,€€-€€€,,,"Via dell'Oriuolo 1R, 50123, Firenze Italia",+39 055 245626,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d3438997-Reviews-San_Michele_all_arco-Florence_Tuscany.html
413,Cantinetta Allegri 'Trattoria Fiorentina',"4,5 ",824 recensioni,€€-€€€,,,"Borgo Allegri 58/R, 50122, Firenze Italia",+39 055 247 8987,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d9595670-Reviews-Trattoria_Cantinetta_Allegri-Florence_Tuscany.html
414,Settimo,"4,5 ",1.065 recensioni,€€-€€€,,,"Via Del Barco, 21, 50127, Firenze Italia",+39 055 433458,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1102562-Reviews-Da_Settimo-Florence_Tuscany.html
415,Pizzeria Bello Mio,"5,0 ",67 recensioni,€,,,"Via Palazzuolo 112r, 50123, Firenze Italia",+39 335 211 708,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d15328379-Reviews-Pizzeria_Bello_Mio-Florence_Tuscany.html
416,Ristorante La Maremma,"4,5 ",977 recensioni,€€-€€€,,,"Via Giuseppe Verdi 16/R, 50122, Firenze Italia",+39 055 244615,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1110724-Reviews-Ristorante_La_Maremma-Florence_Tuscany.html
417,La Burrasca,"4,5 ",1.219 recensioni,€€-€€€,,,"Via Panicale 6/r Junto al Mercado de San Lorenzo., 50123, Firenze Italia",+39 055 215827,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1516512-Reviews-La_Burrasca-Florence_Tuscany.html
418,Il Panino Santa Maria Novella,"4,5 ",146 recensioni,€,,,"Via Degli Avelli 12/r, 50123, Firenze Italia",+39 335 701 5574,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d10162607-Reviews-Il_Panino_Santa_Maria_Novella-Florence_Tuscany.html
